Anio,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2019,1,Formosa,1110,3023,23085,5301,9027,2099,1654,0000,45299
2019,1,Jujuy,27000,2817,30727,7811,4021,30000,1141,37162,83736
2019,1,La Pampa,236000,8327,70538,4466,1061,1354,405,698000,87085
2019,1,La Rioja,9000,1169,40285,4088,5216,17000,869,0000,51653
2019,1,Mendoza,20000,1786,205383,2837,5702,111000,140,0000,215979
2019,1,Misiones,47000,5946,45266,25890,19111,16552,5167,7654,125633
2019,1,Neuquen,1328,3055,52360,1781,21452,17135,11026,6105,114242
2019,1,Rio Negro,384000,1583,84845,2037,13615,9567,5076,3719,120826
2019,1,Salta,49000,4232,59244,36473,22910,10861,2242,1000,136012
2019,1,San Juan,22000,229000,62380,266000,520000,3000,2,560000,63982
2019,1,San Luis,57000,120000,21380,53214,345000,6000,2,23577,98701
2019,1,Santa Cruz,25000,128000,21990,2731,702000,26000,4,0000,25606
2019,1,Santa Fe,333000,29350,296798,122959,153212,74575,36502,18591,732320
2019,1,Santiago Del Estero,39000,3372,62895,20691,3959,85000,494,0000,91535
2019,1,Tierra Del Fuego,6000,131000,38851,3623,641000,80000,29,0000,43361
2019,1,Tucuman,16000,5188,82240,42877,26210,847000,14839,0000,172217
2018,4,Buenos Aires,134673,73761,1422463,194426,577679,949093,265386,19125,3636606
2018,4,Capital Federal,74000,7388,283281,143309,330496,437662,186810,0000,1389020
2018,4,Catamarca,34000,1669,17955,6425,5461,29000,7,2003,33583
2018,4,Chaco,69000,3405,36437,25633,18965,12393,6368,0000,103270
2018,4,Chubut,66000,3917,66061,6215,531000,623000,165,1144,78722
2018,4,Cordoba,81000,24102,228475,97277,201639,128053,48809,8903,737339
2018,4,Corrientes,10000,6438,37376,26562,15498,9688,5029,0000,100601
2018,4,Entre Rios,18000,8769,94780,50027,29002,18146,7612,13693,222047
2018,4,Formosa,1110,3074,22962,5285,9027,2092,1654,0000,45204
2018,4,Jujuy,27000,2803,30727,7811,4021,30000,1141,43573,90133
2018,4,La Pampa,241000,7727,70508,3661,978000,1328,270,923000,85636
2018,4,La Rioja,9000,1164,40285,4088,5216,17000,869,3000,51651
2018,4,Mendoza,20000,1463,197450,2494,4726,19000,132,0000,206304
2018,4,Misiones,47000,5981,43267,26019,19226,16566,5167,0000,116273
2018,4,Neuquen,1328,3044,52313,1781,21452,17135,11025,6287,114365
2018,4,Rio Negro,384000,1225,83412,643000,13440,9569,5070,3094,116837
2018,4,Salta,49000,3659,58492,36365,22910,10861,2242,0000,134578
2018,4,San Juan,22000,1465,59811,180000,312000,1000,1,606000,62398
2018,4,San Luis,57000,109000,19164,53183,119000,62000,2,23635,96331
2018,4,Santa Cruz,25000,115000,23107,779000,206000,1000,4,531000,24768
2018,4,Santa Fe,335000,31397,276301,121009,152039,74432,36427,28450,720390
2018,4,Santiago Del Estero,39000,3250,61347,20127,3686,77000,483,326000,89335
2018,4,Tierra Del Fuego,6000,27000,29919,6323,9894,24000,67,0000,46260
2018,4,Tucuman,16000,5244,82089,42766,26111,847000,14839,92000,172004
2018,3,Buenos Aires,991000,80459,1445733,190805,636090,897964,237248,120464,3609754
2018,3,Capital Federal,73000,8493,287919,147253,370677,415020,165055,0000,1394490
2018,3,Catamarca,34000,1994,18475,6358,5320,34000,7,2151,34373
2018,3,Chaco,70000,3503,38729,24916,20335,11085,5667,1035,105340
2018,3,Chubut,67000,3951,91096,6162,531000,623000,164,0000,102594
2018,3,Cordoba,81000,24767,224471,96372,221984,109333,39854,6490,723352
2018,3,Corrientes,11000,6754,38364,24953,16601,8357,4419,0000,99459
2018,3,Entre Rios,18000,9048,96095,45651,31353,15111,6786,0000,204062
2018,3,Formosa,1110,3365,22624,5259,9336,1729,1434,0000,44857
2018,3,Jujuy,345000,3020,29048,7756,4066,39000,623,0000,44897
2018,3,La Pampa,242000,8417,68507,3153,920000,1189,216,698000,83342
2018,3,La Rioja,9000,1291,40647,4138,5425,20000,339,0000,51869
2018,3,Mendoza,20000,1525,199297,2476,4727,27000,129,0000,208201
2018,3,Misiones,48000,5749,39617,24747,21212,14674,4547,0000,110594
2018,3,Neuquen,1396,2244,55822,1647,23785,15218,9718,6105,115935
2018,3,Rio Negro,409000,5221,75929,512000,14912,8470,4332,3719,113504
2018,3,Salta,116000,3721,61795,32782,25582,9224,502,0000,133722
2018,3,San Juan,22000,1326,62525,180000,312000,3000,1,0000,64369
2018,3,San Luis,57000,109000,19170,52940,119000,63000,2,1902,74362
2018,3,Santa Cruz,26000,116000,32815,778000,206000,1000,3,0000,33945
2018,3,Santa Fe,467000,36786,269211,115907,162545,62479,31266,13911,692572
2018,3,Santiago Del Estero,41000,2550,60260,19116,3806,64000,265,0000,86102
2018,3,Tierra Del Fuego,6000,187000,41569,2270,231000,24000,13,0000,44300
2018,3,Tucuman,16000,5993,81559,43282,27062,941000,12187,0000,171040
2018,2,Buenos Aires,1009,81354,1459443,295457,816056,536049,199589,113357,3502314
2018,2,Capital Federal,73000,9234,290291,219166,445345,264805,142253,0000,1371167
2018,2,Catamarca,34000,2414,14624,6112,4347,36000,6,6500,34073
2018,2,Chaco,70000,2968,34167,24282,21887,9251,4630,1035,98290
2018,2,Chubut,67000,4471,85598,5369,4000,5000,9,5010,100533
2018,2,Cordoba,81000,21779,219630,102596,244291,78852,34950,8110,710289
2018,2,Corrientes,11000,7047,38268,24066,17926,6780,3862,0000,97960
2018,2,Entre Rios,18000,8179,94459,44570,34281,12012,5920,0000,199439
2018,2,Formosa,1110,3568,22409,5176,9727,1313,1243,0000,44546
2018,2,Jujuy,345000,3320,29319,8083,3977,44000,7,0000,45095
2018,2,La Pampa,244000,8797,68083,2409,965000,969000,179,698000,82344
2018,2,La Rioja,9000,1384,40679,4198,5640,20000,15,0000,51945
2018,2,Mendoza,20000,1658,164596,515000,266000,17000,72,33788,200932
2018,2,Misiones,48000,6092,39489,23569,23747,11888,3866,0000,108699
2018,2,Neuquen,1396,2408,56035,1314,26417,12442,8551,6105,114668
2018,2,Rio Negro,409000,5298,75056,523000,16480,6663,3725,3975,112129
2018,2,Salta,116000,3990,61763,33285,28431,7239,182,0000,135006
2018,2,San Juan,22000,1378,57591,11000,0,3000,0,5068,64073
2018,2,San Luis,57000,101000,11992,11000,0,7000,2,9284,21454
2018,2,Santa Cruz,26000,120000,28600,655000,100000,1000,3,4267,33772
2018,2,Santa Fe,744000,34267,262603,112143,175540,50525,26512,22257,684591
2018,2,Santiago Del Estero,41000,2717,41362,18721,3278,31000,31,17589,83770
2018,2,Tierra Del Fuego,6000,188000,40912,2217,75000,0,0,107000,43505
2018,2,Tucuman,16000,6735,79899,44968,27059,1084,8784,1305,169850
2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818,3471700
2018,1,Capital Federal,89000,10039,292566,222737,487826,227953,127384,0000,1368594
2018,1,Catamarca,34000,2896,14770,6145,3539,41000,4,6500,33929
2018,1,Chaco,70000,3261,32516,24488,23296,8219,3897,1035,96782
2018,1,Chubut,67000,4314,83161,5358,4000,5000,9,5010,97928
2018,1,Cordoba,281000,23922,222815,104300,266259,57137,29228,10049,713991
2018,1,Corrientes,11000,5005,37152,24038,19068,5890,3256,0000,94420
2018,1,Entre Rios,18000,8861,90080,45599,37401,9818,5071,0000,196848
2018,1,Formosa,1110,3803,10092,5117,10061,1091,1046,0000,32320
2018,1,Jujuy,345000,4807,27219,8044,3925,49000,4,0000,44393
2018,1,La Pampa,245000,8119,67104,1616,1076,614000,98,3503,82375
2018,1,La Rioja,9000,1485,40680,4217,5831,19000,1,0000,52242
2018,1,Mendoza,20000,1662,164599,501000,266000,19000,72,33788,200927
2018,1,Misiones,48000,4700,35820,23291,26223,10241,3219,0000,103542
2018,1,Neuquen,1396,2367,59468,1311,29012,9709,7378,6105,116746
2018,1,Rio Negro,409000,5333,74894,530000,17997,4972,3129,3975,111239
2018,1,Salta,116000,4459,60334,33088,30771,5145,88,0000,134001
2018,1,San Juan,22000,1058,57078,11000,0,3000,0,5068,63240
2018,1,San Luis,57000,101000,11920,11000,0,7000,2,9284,21382
2018,1,Santa Cruz,26000,120000,28600,655000,100000,1000,3,4267,33772
2018,1,Santa Fe,1359,33639,262008,108576,188900,39589,22801,23181,680053
2018,1,Santiago Del Estero,41000,2910,41298,18914,3449,33000,2,17589,84236
2018,1,Tierra Del Fuego,6000,307000,33987,2000,0,0,0,107000,34409
2018,1,Tucuman,16000,7472,78811,45675,26405,1218,7082,1305,167984
2017,4,Buenos Aires,3865,55046,1551194,264645,712513,335140,151747,114182,3188332
2017,4,Capital Federal,314000,31411,517018,284040,458120,178396,114939,0000,1584238
2017,4,Catamarca,34000,3182,15315,5904,2927,43000,2,2151,29558
2017,4,Chaco,70000,3432,37144,24088,20123,7290,3289,1035,96471
2017,4,Chubut,67000,4313,83676,5355,7000,5000,9,0000,93432
2017,4,Cordoba,291000,25411,280837,102892,217602,40898,24251,8429,700611
2017,4,Corrientes,11000,5220,41080,23686,16046,5053,2675,0000,93771
2017,4,Entre Rios,1685,9078,95466,45189,30010,7958,4113,0000,193499
2017,4,Formosa,1110,4061,13220,4867,6996,977000,824,0000,32055
2017,4,Jujuy,345000,5364,26566,7721,3507,44000,3,0000,43550
2017,4,La Pampa,310000,8729,66053,1227,792000,391000,81,3503,81086
2017,4,La Rioja,9000,1488,40777,4083,5813,22000,3,0000,52195
2017,4,Mendoza,26000,1656,177646,438000,278000,29000,81,0000,180154
2017,4,Misiones,1053,3900,41723,23131,22262,9091,2735,0000,103895
2017,4,Neuquen,1396,2372,68036,1325,22781,7528,6300,6105,115843
2017,4,Rio Negro,409000,5598,81078,485000,12502,3447,2440,3719,109678
2017,4,Salta,636000,4275,73284,32842,18968,3559,84,0000,133648
2017,4,San Juan,22000,1062,57525,9000,0,2000,2,0000,58622
2017,4,San Luis,59000,101000,12822,8000,0,1000,7,1902,14900
2017,4,Santa Cruz,68000,78000,29073,655000,100000,1000,3,0000,29978
2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119,671964
2017,4,Santiago Del Estero,41000,3091,43544,18773,3359,32000,2,0000,68842
2017,4,Tierra Del Fuego,6000,310000,31334,2000,0,0,0,0000,31652
2017,4,Tucuman,105000,8164,78750,45241,24318,1303,4367,0000,162248
2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,108400,0000,3028468
2017,3,Capital Federal,283000,33924,590689,311411,426300,120675,91917,0000,1575199
2017,3,Catamarca,52000,3204,15383,5758,2563,50000,1,0000,27011
2017,3,Chaco,95000,3496,40059,23008,20307,3827,2004,0000,92796
2017,3,Chubut,436000,3989,71843,2336,3000,0,0,0000,78607
2017,3,Cordoba,327000,26154,309161,100113,189302,38131,16741,0000,679929
2017,3,Corrientes,24000,5629,44305,22785,15576,2635,1607,0000,92561
2017,3,Entre Rios,1691,7545,98032,42947,29011,3878,2397,0000,185501
2017,3,Formosa,1063,3716,13752,5187,6056,899000,459,0000,31132
2017,3,Jujuy,337000,5723,26835,7369,2962,41000,2,0000,43269
2017,3,La Pampa,343000,8244,64794,855000,588000,327000,51,0000,75202
2017,3,La Rioja,16000,1497,40882,3899,5604,23000,3,0000,51924
2017,3,Mendoza,32000,95000,158461,115000,67000,29000,19,0000,158818
2017,3,Misiones,1058,4123,42900,22808,23913,3843,1881,0000,100526
2017,3,Neuquen,2036,1457,72532,1034,20213,7067,4937,0000,109276
2017,3,Rio Negro,422000,5641,83900,306000,10116,2965,1659,0000,105009
2017,3,Salta,645000,4494,78830,32433,14620,2315,63,0000,133400
2017,3,San Juan,31000,1077,57582,1000,0,2000,2,0000,58695
2017,3,San Luis,63000,3000,12325,7000,0,1000,7,0000,12406
2017,3,Santa Cruz,188000,23000,29102,542000,66000,33000,1,0000,29955
2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0000,624462
2017,3,Santiago Del Estero,69000,3288,40435,18489,3047,30000,2,0000,65360
2017,3,Tierra Del Fuego,9000,297000,33858,0,0,0,0,0000,34164
2017,3,Tucuman,109000,8948,83070,45302,20514,1361,655,0000,159959
2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0000,2976720
2017,2,Capital Federal,556000,35663,726223,304970,378571,80234,37977,0000,1564194
2017,2,Catamarca,15000,3318,15655,5325,2342,47000,1,0000,26703
2017,2,Chaco,191000,3733,42590,22349,18044,3157,545,0000,90609
2017,2,Chubut,403000,4186,73760,1880,0,0,0,0000,80229
2017,2,Cordoba,251000,26862,370865,88479,146683,20351,5069,0000,658560
2017,2,Corrientes,15000,5912,46483,21776,13043,2218,647,0000,90094
2017,2,Entre Rios,1680,7944,104422,41800,23524,2604,823,0000,182797
2017,2,Formosa,1486,3419,14787,4795,4583,749000,139,0000,29958
2017,2,Jujuy,311000,5877,26915,6974,2538,42000,1,0000,42658
2017,2,La Pampa,356000,8633,59045,558000,336000,244000,21,0000,69193
2017,2,La Rioja,9000,1554,9304,3599,1796,24000,2,0000,16288
2017,2,Mendoza,109000,24000,177203,92000,50000,5000,22,0000,177505
2017,2,Misiones,1011,4447,47244,22033,21599,2892,570,0000,99796
2017,2,Neuquen,1542,1395,81272,849000,18051,4774,1703,0000,109586
2017,2,Rio Negro,973000,5606,88085,245000,7990,1921,559,0000,105379
2017,2,Salta,594000,4719,67576,23185,11333,1068,76,0000,108551
2017,2,San Juan,15000,193000,58588,0,0,0,4,0000,58800
2017,2,San Luis,8000,4000,14014,0,0,1000,2,0000,14029
2017,2,Santa Cruz,188000,24000,30913,541000,66000,33000,0,0000,31765
2017,2,Santa Fe,4967,38721,311830,92854,97563,16794,4275,0000,567004
2017,2,Santiago Del Estero,26000,3539,20384,6432,2802,16000,0,0000,33199
2017,2,Tierra Del Fuego,16000,285000,35409,0,0,0,0,0000,35710
2017,2,Tucuman,96000,9236,83342,42536,17788,1371,21,0000,154390
2017,1,Buenos Aires,6017,83918,2057698,402315,523540,90937,22299,0000,3186724
2017,1,Capital Federal,510000,1409,678922,218487,277195,66536,19881,0000,1262940
2017,1,Catamarca,15000,3328,15861,4901,2161,49000,0,0000,26315
2017,1,Chaco,191000,3835,44544,21467,15671,3025,314,0000,89047
2017,1,Chubut,401000,4182,73759,1808,0,0,0,0000,80150
2017,1,Cordoba,50000,28732,391556,82011,118643,19035,2071,0000,642098
2017,1,Corrientes,15000,6040,48149,20586,11468,2044,303,0000,88605
2017,1,Entre Rios,1680,8080,108379,39146,20562,2254,317,0000,180418
2017,1,Formosa,1535,3538,15473,4446,4058,635000,22,0000,29707
2017,1,Jujuy,330000,6213,27824,6486,2306,44000,0,0000,43203
2017,1,La Pampa,362000,9279,57739,331000,192000,165000,11,0000,68079
2017,1,La Rioja,9000,1578,9486,3409,1718,22000,2,0000,16224
2017,1,Mendoza,106000,15000,177201,86000,50000,5000,22,0000,177485
2017,1,Misiones,1010,4665,45950,23847,19356,2627,166,0000,97621
2017,1,Neuquen,1547,1418,83813,902000,15130,4223,458,0000,107491
2017,1,Rio Negro,986000,5647,89622,246000,6738,1594,200,0000,105033
2017,1,Salta,579000,4861,70922,21554,9386,267000,74,0000,107643
2017,1,San Juan,8000,192000,58588,0,0,0,4,0000,58792
2017,1,San Luis,8000,4000,14014,0,0,1000,2,0000,14029
2017,1,Santa Cruz,190000,23000,31078,474000,68000,30000,0,0000,31863
2017,1,Santa Fe,4966,39463,340418,77152,83008,15775,1831,0000,562613
2017,1,Santiago Del Estero,26000,3772,21659,6218,2786,17000,0,0000,34478
2017,1,Tierra Del Fuego,16000,285000,35409,0,0,0,0,0000,35710
2017,1,Tucuman,96000,9682,86470,39155,15951,1383,13,0000,152750
2016,4,Buenos Aires,6055,86281,2085605,403575,467398,72348,17279,0000,3138541
2016,4,Capital Federal,517000,1477,704324,225723,264582,53506,16756,0000,1266885
2016,4,Catamarca,15000,3478,16519,4889,2077,54000,0,0000,27032
2016,4,Chaco,191000,3983,45634,21323,14887,2586,250,0000,88854
2016,4,Chubut,401000,4493,73951,1352,0,0,0,0000,80197
2016,4,Cordoba,50000,29380,404645,77966,108368,15458,1606,0000,637473
2016,4,Corrientes,15000,6109,48995,20187,10908,1645,234,0000,88093
2016,4,Entre Rios,1680,8253,110296,38491,19509,1801,280,0000,180310
2016,4,Formosa,1573,3519,15791,4114,3855,649000,17,0000,29518
2016,4,Jujuy,303000,6225,27778,6143,2134,43000,0,0000,42626
2016,4,La Pampa,368000,9789,56694,16000,335000,132000,11,0000,67345
2016,4,La Rioja,9000,1646,9635,3334,1675,13000,3,0000,16315
2016,4,Mendoza,114000,16000,177194,79000,49000,5000,20,0000,177477
2016,4,Misiones,1010,4783,47454,23433,18371,2215,126,0000,97392
2016,4,Neuquen,1539,1406,84859,792000,14153,3073,271,0000,106093
2016,4,Rio Negro,998000,2953,92967,248000,6317,1174,122,0000,104779
2016,4,Salta,577000,5027,71636,20787,8611,239000,70,0000,106947
2016,4,San Juan,8000,220000,58608,0,0,0,4,0000,58840
2016,4,San Luis,8000,4000,14014,0,0,1000,2,0000,14029
2016,4,Santa Cruz,189000,23000,31369,342000,80000,10000,0,0000,32013
2016,4,Santa Fe,4966,40102,349722,74401,77667,13155,1529,0000,561542
2016,4,Santiago Del Estero,26000,3925,22246,6178,2664,15000,0,0000,35054
2016,4,Tierra Del Fuego,16000,285000,35409,0,0,0,0,0000,35710
2016,4,Tucuman,96000,10021,87994,37721,14389,1400,10,0000,151631
2016,3,Buenos Aires,5856,107945,2148475,393530,399116,52900,13318,0000,3121140
2016,3,Capital Federal,331000,995000,759028,208249,240856,38341,13886,0000,1261686
2016,3,Catamarca,15000,4038,16183,4845,1853,50000,0,0000,26984
2016,3,Chaco,190000,5227,46821,21193,13746,2022,217,0000,89416
2016,3,Chubut,466000,5190,74375,674000,0,0,0,0000,80705
2016,3,Cordoba,48000,41329,415075,75988,99225,11691,1322,0000,644678
2016,3,Corrientes,15000,7425,49471,19956,10006,1263,210,0000,88346
2016,3,Entre Rios,1768,10657,110844,38665,17737,1307,248,0000,181226
2016,3,Formosa,1723,4277,15581,3964,3658,648000,10,0000,29861
2016,3,Jujuy,286000,6878,27425,5943,1978,31000,0,0000,42541
2016,3,La Pampa,374000,10187,55792,15000,224000,114000,11,0000,66717
2016,3,La Rioja,9000,2349,9686,3316,1562,11000,2,0000,16935
2016,3,Mendoza,37000,10000,178186,73000,48000,5000,17,0000,178376
2016,3,Misiones,1010,6030,48871,23394,17043,1559,91,0000,97998
2016,3,Neuquen,1531,1527,87404,680000,12541,2118,225,0000,106026
2016,3,Rio Negro,1007,6026,90689,207000,5953,790000,99,0000,104771
2016,3,Salta,1107,6922,71214,20229,8099,197000,50,0000,107818
2016,3,San Juan,8000,245000,58577,0,0,0,2,0000,58832
2016,3,San Luis,7000,4000,14077,0,0,1000,2,0000,14091
2016,3,Santa Cruz,189000,22000,31904,221000,52000,9000,0,0000,32397
2016,3,Santa Fe,3958,49501,360606,72657,69864,10210,1308,0000,568104
2016,3,Santiago Del Estero,26000,5097,22747,6216,2497,9000,0,0000,36592
2016,3,Tierra Del Fuego,16000,285000,35080,0,0,0,0,0000,35381
2016,3,Tucuman,127000,12247,87970,36518,13150,1288,4,0000,151304
2016,2,Buenos Aires,10786,133385,2250898,335296,334723,31494,11933,0000,3108515
2016,2,Capital Federal,4352,1736,859039,146091,213010,19597,13477,0000,1257302
2016,2,Catamarca,15000,5736,14742,4567,1496,47000,1,0000,26604
2016,2,Chaco,197000,8063,45823,20346,12090,1571,201,0000,88291
2016,2,Chubut,572000,5421,73078,775000,0,0,0,0000,79846
2016,2,Cordoba,258000,57050,437547,71980,82618,8355,1242,0000,659050
2016,2,Corrientes,41000,10018,47916,19200,8851,803000,191,0000,87020
2016,2,Entre Rios,4734,16368,115000,36917,15522,849000,205,0000,189595
2016,2,Formosa,1675,5401,14370,3569,3218,593000,10,0000,28836
2016,2,Jujuy,2561,8292,25301,5589,1750,3000,0,0000,43496
2016,2,La Pampa,429000,10616,63928,15000,119000,96000,11,0000,75214
2016,2,La Rioja,10000,3151,9043,3190,1344,3000,5,0000,16746
2016,2,Mendoza,437000,30000,176922,61000,44000,5000,20,0000,177519
2016,2,Misiones,1973,7899,49586,21385,14820,1073,96,0000,96832
2016,2,Neuquen,1916,1691,88854,583000,10241,1285,208,0000,104778
2016,2,Rio Negro,1189,6107,92158,194000,4877,520000,86,0000,105131
2016,2,Salta,2160,10123,70875,18759,7129,140000,49,0000,109235
2016,2,San Juan,10000,273000,57589,0,0,0,4,0000,57876
2016,2,San Luis,12000,4000,13931,0,0,1000,2,0000,13950
2016,2,Santa Cruz,244000,26000,31995,142000,20000,0,0,0000,32427
2016,2,Santa Fe,9486,67325,374960,68505,60469,6509,1277,0000,588531
2016,2,Santiago Del Estero,704000,6705,22208,5943,2108,1000,0,0000,37669
2016,2,Tierra Del Fuego,16000,286000,38773,0,0,0,0,0000,39075
2016,2,Tucuman,231000,18515,83945,33891,11310,1032,2,0000,148926
2016,1,Buenos Aires,7351,97880,2214760,289929,247372,8315,9529,0000,2875136
2016,1,Capital Federal,2310,43686,869048,178665,192644,6577,10838,0000,1303768
2016,1,Catamarca,15000,6102,14653,4241,1334,42000,1,0000,26388
2016,1,Chaco,194000,8755,46304,19388,10587,1238,184,0000,86650
2016,1,Chubut,94000,5095,72396,1066,0,0,0,0000,78651
2016,1,Cordoba,148000,59484,414452,65763,66455,4143,1039,0000,611484
2016,1,Corrientes,29000,10690,47833,18375,7911,526000,170,0000,85534
2016,1,Entre Rios,2864,17749,104137,35104,14057,457000,165,0000,174533
2016,1,Formosa,1738,5731,14163,3229,2906,544000,5,0000,28316
2016,1,Jujuy,2543,8558,22383,5188,1623,0,0,0000,40295
2016,1,La Pampa,426000,11065,52117,15000,78000,71000,11,0000,63783
2016,1,La Rioja,10000,3382,9060,2980,1254,2000,3,0000,16691
2016,1,Mendoza,235000,21000,175376,47000,43000,5000,17,0000,175744
2016,1,Misiones,959000,8502,50061,19195,13363,779000,68,0000,92927
2016,1,Neuquen,1720,1737,86310,479000,7893,143000,171,0000,98453
2016,1,Rio Negro,1171,6105,90038,203000,4246,77000,81,0000,101921
2016,1,Salta,1119,10765,65646,17748,6643,119000,31,0000,102071
2016,1,San Juan,9000,309000,56447,0,0,0,2,0000,56767
2016,1,San Luis,8000,4000,13645,0,0,1000,2,0000,13660
2016,1,Santa Cruz,168000,29000,32188,8000,0,0,0,0000,32393
2016,1,Santa Fe,6492,71565,353525,64117,51293,3754,1063,0000,551809
2016,1,Santiago Del Estero,703000,7219,22805,5769,1898,0,0,0000,38394
2016,1,Tierra Del Fuego,16000,285000,33003,0,0,0,0,0000,33304
2016,1,Tucuman,106000,20092,84008,31490,10046,871000,0,0000,146613
2015,4,Buenos Aires,7985,100303,2253197,274560,240188,3835,8180,0000,2888246
2015,4,Capital Federal,2417,46568,916813,172029,198635,3087,10899,0000,1350450
2015,4,Catamarca,15000,6513,14484,4106,1313,39000,1,0000,26471
2015,4,Chaco,194000,9593,46771,18608,10092,1136,159,0000,86553
2015,4,Chubut,625000,5774,71881,168000,0,0,0,0000,78448
2015,4,Cordoba,148000,63746,427471,62989,67151,3336,1088,0000,625929
2015,4,Corrientes,29000,11248,48104,17877,7569,456000,150,0000,85433
2015,4,Entre Rios,2865,18883,104224,33989,13668,399000,163,0000,174191
2015,4,Formosa,1791,6081,14279,2704,2713,519000,4,0000,28091
2015,4,Jujuy,2551,8876,21867,5044,1587,0,0,0000,39925
2015,4,La Pampa,592000,12951,48798,16000,63000,49000,10,0000,62479
2015,4,La Rioja,10000,3638,9127,2937,1215,2000,3,0000,16932
2015,4,Mendoza,241000,23000,174719,38000,41000,5000,13,0000,175080
2015,4,Misiones,959000,9169,51029,17281,13690,675000,52,0000,92855
2015,4,Neuquen,1727,2061,89678,455000,7934,9000,175,0000,102039
2015,4,Rio Negro,3282,4473,89062,201000,4024,5000,75,0000,101122
2015,4,Salta,1122,11387,65677,17139,6507,99000,5,0000,101936
2015,4,San Juan,9000,386000,55761,0,0,0,2,0000,56158
2015,4,San Luis,8000,4000,13473,0,0,1000,2,0000,13488
2015,4,Santa Cruz,188000,26000,32338,3000,0,0,0,0000,32555
2015,4,Santa Fe,6659,75770,361264,60985,51258,3079,1189,0000,560204
2015,4,Santiago Del Estero,703000,7836,23074,5669,1856,0,0,0000,39138
2015,4,Tierra Del Fuego,16000,285000,32662,0,0,0,0,0000,32963
2015,4,Tucuman,107000,21800,83887,29942,9507,837000,0,0000,146080
2015,3,Buenos Aires,8361,107351,2266948,262564,200491,2642,7720,0000,2856078
2015,3,Capital Federal,2448,49340,942525,159618,175594,2028,10022,0000,1341574
2015,3,Catamarca,15000,6871,14206,4143,812000,43000,1,0000,26091
2015,3,Chaco,240000,10353,47131,19016,7498,979000,157,0000,85374
2015,3,Chubut,641000,5886,71668,167000,0,0,0,0000,78362
2015,3,Cordoba,150000,68765,429787,61109,59372,2582,1048,0000,622813
2015,3,Corrientes,33000,11921,48127,18168,6111,453000,146,0000,84959
2015,3,Entre Rios,2863,20385,103990,34788,9924,384000,153,0000,172487
2015,3,Formosa,1862,6521,14354,2791,1842,379000,2,0000,27751
2015,3,Jujuy,2549,9278,21588,5169,966000,0,0,0000,39550
2015,3,La Pampa,613000,13087,47660,9000,55000,39000,10,0000,61473
2015,3,La Rioja,10000,3840,9102,2984,832000,0,3,0000,16771
2015,3,Mendoza,256000,25000,173430,45000,18000,5000,13,0000,173792
2015,3,Misiones,958000,9809,51234,17367,11654,559000,43,0000,91624
2015,3,Neuquen,1733,2124,85044,210000,6599,2000,155,0000,95867
2015,3,Rio Negro,3372,4457,88691,99000,3826,1000,62,0000,100508
2015,3,Salta,1126,12223,65405,17451,4318,61000,5,0000,100589
2015,3,San Juan,9000,391000,54963,0,0,0,2,0000,55365
2015,3,San Luis,9000,4000,13286,0,0,1000,2,0000,13302
2015,3,Santa Cruz,190000,25000,32266,2000,0,0,0,0000,32483
2015,3,Santa Fe,6767,80817,363177,59531,42021,2320,1133,0000,555766
2015,3,Santiago Del Estero,703000,8332,23158,5956,1249,0,0,0000,39398
2015,3,Tierra Del Fuego,15000,285000,36408,2000,0,0,0,0000,36710
2015,3,Tucuman,107000,23687,83654,29998,6232,623000,0,0000,144301
2015,2,Buenos Aires,8714,137189,2299705,243503,159922,2010,6712,0000,2857754
2015,2,Capital Federal,2493,51799,990112,148569,142976,1482,9258,0000,1346690
2015,2,Catamarca,15000,7253,14003,3776,593000,37000,1,0000,25678
2015,2,Chaco,288000,11058,47551,17675,6337,788000,149,0000,83846
2015,2,Chubut,656000,6032,55791,168000,0,0,0,0000,62647
2015,2,Cordoba,156000,72695,434717,54993,46415,1956,903,0000,611835
2015,2,Corrientes,34000,12542,48015,17184,5039,379000,126,0000,83319
2015,2,Entre Rios,2864,21986,104043,32293,7867,354000,136,0000,169543
2015,2,Formosa,1881,6907,14247,2436,1324,257000,1,0000,27053
2015,2,Jujuy,2479,9474,20248,4792,730000,0,0,0000,37723
2015,2,La Pampa,5737,8182,46235,27000,24000,25000,10,0000,60240
2015,2,La Rioja,10000,4082,9093,2680,641000,0,3,0000,16509
2015,2,Mendoza,268000,26000,170451,42000,16000,5000,13,0000,170821
2015,2,Misiones,958000,10360,51671,15022,10072,408000,33,0000,88524
2015,2,Neuquen,1755,2348,82727,214000,5168,2000,110,0000,92324
2015,2,Rio Negro,3413,4525,87362,97000,3240,1000,51,0000,98689
2015,2,Salta,1123,13020,64737,16241,3114,29000,5,0000,98269
2015,2,San Juan,8000,410000,51568,0,0,0,2,0000,51988
